"tipos_de_geracao","regioes","unidades_de_medida","periodos","download_ok","leitura_ok"
"EME","Sistemas","Mwmed",2009,TRUE,TRUE
"EOL","Sistemas","Mwmed",2009,TRUE,TRUE
"HID","SE/CO","GWh",2009,TRUE,TRUE
"TER","SE/CO","GWh",2009,TRUE,TRUE
"NUC","SE/CO","GWh",2009,TRUE,TRUE
"EME","SE/CO","GWh",2009,TRUE,TRUE
"EOL","SE/CO","GWh",2009,TRUE,TRUE
"HID","S","GWh",2009,TRUE,TRUE
"TER","S","GWh",2009,TRUE,TRUE
"NUC","S","GWh",2009,TRUE,TRUE
"EME","S","GWh",2009,TRUE,TRUE
"EOL","S","GWh",2009,TRUE,TRUE
"HID","NE","GWh",2009,TRUE,TRUE
"TER","NE","GWh",2009,TRUE,TRUE
"NUC","NE","GWh",2009,TRUE,TRUE
"EME","NE","GWh",2009,TRUE,TRUE
"EOL","NE","GWh",2009,TRUE,TRUE
"HID","N","GWh",2009,TRUE,TRUE
"TER","N","GWh",2009,TRUE,TRUE
"NUC","N","GWh",2009,TRUE,TRUE
"EME","N","GWh",2009,TRUE,TRUE
"EOL","N","GWh",2009,TRUE,TRUE
"HID","Itaipu","GWh",2009,TRUE,TRUE
"TER","Itaipu","GWh",2009,TRUE,TRUE
"NUC","Itaipu","GWh",2009,TRUE,TRUE
"EME","Itaipu","GWh",2009,TRUE,TRUE
"EOL","Itaipu","GWh",2009,TRUE,TRUE
"HID","Sistemas","GWh",2009,TRUE,TRUE
"TER","Sistemas","GWh",2009,TRUE,TRUE
"NUC","Sistemas","GWh",2009,TRUE,TRUE
"EME","Sistemas","GWh",2009,TRUE,TRUE
"EOL","Sistemas","GWh",2009,TRUE,TRUE
"HID","SE/CO","Mwmed",2010,TRUE,TRUE
"TER","SE/CO","Mwmed",2010,TRUE,TRUE
"NUC","SE/CO","Mwmed",2010,TRUE,TRUE
"EME","SE/CO","Mwmed",2010,TRUE,TRUE
"EOL","SE/CO","Mwmed",2010,TRUE,TRUE
"HID","S","Mwmed",2010,TRUE,TRUE
"TER","S","Mwmed",2010,TRUE,TRUE
"NUC","S","Mwmed",2010,TRUE,TRUE
"EME","S","Mwmed",2010,TRUE,TRUE
"EOL","S","Mwmed",2010,TRUE,TRUE
"HID","NE","Mwmed",2010,TRUE,TRUE
"TER","NE","Mwmed",2010,TRUE,TRUE
"NUC","NE","Mwmed",2010,TRUE,TRUE
"EME","NE","Mwmed",2010,TRUE,TRUE
"EOL","NE","Mwmed",2010,TRUE,TRUE
"HID","N","Mwmed",2010,TRUE,TRUE
"TER","N","Mwmed",2010,TRUE,TRUE
"NUC","N","Mwmed",2010,TRUE,TRUE
"EME","N","Mwmed",2010,TRUE,TRUE
"EOL","N","Mwmed",2010,TRUE,TRUE
"HID","Itaipu","Mwmed",2010,TRUE,TRUE
"TER","Itaipu","Mwmed",2010,TRUE,TRUE
"NUC","Itaipu","Mwmed",2010,TRUE,TRUE
"EME","Itaipu","Mwmed",2010,TRUE,TRUE
"EOL","Itaipu","Mwmed",2010,TRUE,TRUE
"HID","Sistemas","Mwmed",2010,TRUE,TRUE
"TER","Sistemas","Mwmed",2010,TRUE,TRUE
"NUC","Sistemas","Mwmed",2010,TRUE,TRUE
"EME","Sistemas","Mwmed",2010,TRUE,TRUE
"EOL","Sistemas","Mwmed",2010,TRUE,TRUE
"HID","SE/CO","GWh",2010,TRUE,TRUE
"TER","SE/CO","GWh",2010,TRUE,TRUE
"NUC","SE/CO","GWh",2010,TRUE,TRUE
"EME","SE/CO","GWh",2010,TRUE,TRUE
"EOL","SE/CO","GWh",2010,TRUE,TRUE
"HID","S","GWh",2010,TRUE,TRUE
"TER","S","GWh",2010,TRUE,TRUE
"NUC","S","GWh",2010,TRUE,TRUE
"EME","S","GWh",2010,TRUE,TRUE
"EOL","S","GWh",2010,TRUE,TRUE
"HID","NE","GWh",2010,TRUE,TRUE
"TER","NE","GWh",2010,TRUE,TRUE
"NUC","NE","GWh",2010,TRUE,TRUE
"EME","NE","GWh",2010,TRUE,TRUE
"EOL","NE","GWh",2010,TRUE,TRUE
"HID","N","GWh",2010,TRUE,TRUE
"TER","N","GWh",2010,TRUE,TRUE
"NUC","N","GWh",2010,TRUE,TRUE
"EME","N","GWh",2010,TRUE,TRUE
"EOL","N","GWh",2010,TRUE,TRUE
"HID","Itaipu","GWh",2010,TRUE,TRUE
"TER","Itaipu","GWh",2010,TRUE,TRUE
"NUC","Itaipu","GWh",2010,TRUE,TRUE
"EME","Itaipu","GWh",2010,TRUE,TRUE
"EOL","Itaipu","GWh",2010,TRUE,TRUE
"HID","Sistemas","GWh",2010,TRUE,TRUE
"TER","Sistemas","GWh",2010,TRUE,TRUE
"NUC","Sistemas","GWh",2010,TRUE,TRUE
"EME","Sistemas","GWh",2010,TRUE,TRUE
"EOL","Sistemas","GWh",2010,TRUE,TRUE
"HID","SE/CO","Mwmed",2011,TRUE,FALSE
"TER","SE/CO","Mwmed",2011,TRUE,FALSE
"NUC","SE/CO","Mwmed",2011,TRUE,FALSE
"EME","SE/CO","Mwmed",2011,TRUE,FALSE
"EOL","SE/CO","Mwmed",2011,TRUE,FALSE
"HID","S","Mwmed",2011,TRUE,FALSE
"TER","S","Mwmed",2011,TRUE,FALSE
"NUC","S","Mwmed",2011,TRUE,FALSE
"EME","S","Mwmed",2011,TRUE,FALSE
"EOL","S","Mwmed",2011,TRUE,FALSE
"HID","NE","Mwmed",2011,TRUE,FALSE
"TER","NE","Mwmed",2011,TRUE,FALSE
"NUC","NE","Mwmed",2011,TRUE,FALSE
"EME","NE","Mwmed",2011,TRUE,FALSE
"EOL","NE","Mwmed",2011,TRUE,FALSE
"HID","N","Mwmed",2011,TRUE,FALSE
"TER","N","Mwmed",2011,TRUE,FALSE
"NUC","N","Mwmed",2011,TRUE,FALSE
"EME","N","Mwmed",2011,TRUE,FALSE
"EOL","N","Mwmed",2011,TRUE,FALSE
"HID","Itaipu","Mwmed",2011,TRUE,FALSE
"TER","Itaipu","Mwmed",2011,TRUE,FALSE
"NUC","Itaipu","Mwmed",2011,TRUE,FALSE
"EME","Itaipu","Mwmed",2011,TRUE,FALSE
"EOL","Itaipu","Mwmed",2011,TRUE,FALSE
"HID","Sistemas","Mwmed",2011,TRUE,FALSE
"TER","Sistemas","Mwmed",2011,TRUE,FALSE
"NUC","Sistemas","Mwmed",2011,TRUE,FALSE
"EME","Sistemas","Mwmed",2011,TRUE,FALSE
"EOL","Sistemas","Mwmed",2011,TRUE,FALSE
"HID","SE/CO","GWh",2011,TRUE,FALSE
"TER","SE/CO","GWh",2011,TRUE,FALSE
"NUC","SE/CO","GWh",2011,TRUE,FALSE
"EME","SE/CO","GWh",2011,TRUE,FALSE
"EOL","SE/CO","GWh",2011,TRUE,FALSE
"HID","S","GWh",2011,TRUE,FALSE
"TER","S","GWh",2011,TRUE,FALSE
"NUC","S","GWh",2011,TRUE,FALSE
"EME","S","GWh",2011,TRUE,FALSE
"EOL","S","GWh",2011,TRUE,FALSE
"HID","NE","GWh",2011,TRUE,FALSE
"TER","NE","GWh",2011,TRUE,FALSE
"NUC","NE","GWh",2011,TRUE,FALSE
"EME","NE","GWh",2011,TRUE,FALSE
"EOL","NE","GWh",2011,TRUE,FALSE
"HID","N","GWh",2011,TRUE,FALSE
"TER","N","GWh",2011,TRUE,FALSE
"NUC","N","GWh",2011,TRUE,FALSE
"EME","N","GWh",2011,TRUE,FALSE
"EOL","N","GWh",2011,TRUE,FALSE
"HID","Itaipu","GWh",2011,TRUE,FALSE
"TER","Itaipu","GWh",2011,TRUE,FALSE
"NUC","Itaipu","GWh",2011,TRUE,FALSE
"EME","Itaipu","GWh",2011,TRUE,FALSE
"EOL","Itaipu","GWh",2011,TRUE,FALSE
"HID","Sistemas","GWh",2011,TRUE,FALSE
"TER","Sistemas","GWh",2011,TRUE,FALSE
"NUC","Sistemas","GWh",2011,TRUE,FALSE
"EME","Sistemas","GWh",2011,TRUE,FALSE
"EOL","Sistemas","GWh",2011,TRUE,FALSE
"HID","SE/CO","Mwmed",2012,TRUE,FALSE
"TER","SE/CO","Mwmed",2012,TRUE,FALSE
"NUC","SE/CO","Mwmed",2012,TRUE,FALSE
"EME","SE/CO","Mwmed",2012,TRUE,FALSE
"EOL","SE/CO","Mwmed",2012,TRUE,FALSE
"HID","S","Mwmed",2012,TRUE,FALSE
"TER","S","Mwmed",2012,TRUE,FALSE
"NUC","S","Mwmed",2012,TRUE,FALSE
"EME","S","Mwmed",2012,TRUE,FALSE
"EOL","S","Mwmed",2012,TRUE,FALSE
"HID","NE","Mwmed",2012,TRUE,FALSE
"TER","NE","Mwmed",2012,TRUE,FALSE
"NUC","NE","Mwmed",2012,TRUE,FALSE
"EME","NE","Mwmed",2012,TRUE,FALSE
"EOL","NE","Mwmed",2012,TRUE,FALSE
"HID","N","Mwmed",2012,TRUE,FALSE
"TER","N","Mwmed",2012,TRUE,FALSE
"NUC","N","Mwmed",2012,TRUE,FALSE
"EME","N","Mwmed",2012,TRUE,FALSE
"EOL","N","Mwmed",2012,TRUE,FALSE
"HID","Itaipu","Mwmed",2012,TRUE,FALSE
"TER","Itaipu","Mwmed",2012,TRUE,FALSE
"NUC","Itaipu","Mwmed",2012,TRUE,FALSE
"EME","Itaipu","Mwmed",2012,TRUE,FALSE
"EOL","Itaipu","Mwmed",2012,TRUE,FALSE
"HID","Sistemas","Mwmed",2012,TRUE,FALSE
"TER","Sistemas","Mwmed",2012,TRUE,FALSE
"NUC","Sistemas","Mwmed",2012,TRUE,FALSE
"EME","Sistemas","Mwmed",2012,TRUE,FALSE
"EOL","Sistemas","Mwmed",2012,TRUE,FALSE
"HID","SE/CO","GWh",2012,TRUE,TRUE
"TER","SE/CO","GWh",2012,TRUE,TRUE
"NUC","SE/CO","GWh",2012,TRUE,TRUE
"EME","SE/CO","GWh",2012,TRUE,TRUE
"EOL","SE/CO","GWh",2012,TRUE,TRUE
"HID","S","GWh",2012,TRUE,TRUE
"TER","S","GWh",2012,TRUE,TRUE
"NUC","S","GWh",2012,TRUE,TRUE
"EME","S","GWh",2012,TRUE,TRUE
"EOL","S","GWh",2012,TRUE,TRUE
"HID","NE","GWh",2012,TRUE,TRUE
"TER","NE","GWh",2012,TRUE,TRUE
"NUC","NE","GWh",2012,TRUE,TRUE
"EME","NE","GWh",2012,TRUE,TRUE
"EOL","NE","GWh",2012,TRUE,TRUE
"HID","N","GWh",2012,TRUE,TRUE
"TER","N","GWh",2012,TRUE,TRUE
"NUC","N","GWh",2012,TRUE,TRUE
"EME","N","GWh",2012,TRUE,TRUE
"EOL","N","GWh",2012,TRUE,TRUE
"HID","Itaipu","GWh",2012,TRUE,TRUE
"TER","Itaipu","GWh",2012,TRUE,TRUE
"NUC","Itaipu","GWh",2012,TRUE,TRUE
"EME","Itaipu","GWh",2012,TRUE,TRUE
"EOL","Itaipu","GWh",2012,TRUE,TRUE
"HID","Sistemas","GWh",2012,TRUE,TRUE
"TER","Sistemas","GWh",2012,TRUE,TRUE
"NUC","Sistemas","GWh",2012,TRUE,TRUE
"EME","Sistemas","GWh",2012,TRUE,TRUE
"EOL","Sistemas","GWh",2012,TRUE,TRUE
"HID","SE/CO","Mwmed",2013,TRUE,FALSE
"TER","SE/CO","Mwmed",2013,TRUE,FALSE
"NUC","SE/CO","Mwmed",2013,TRUE,FALSE
"EME","SE/CO","Mwmed",2013,TRUE,FALSE
"EOL","SE/CO","Mwmed",2013,TRUE,FALSE
"HID","S","Mwmed",2013,TRUE,FALSE
"TER","S","Mwmed",2013,TRUE,FALSE
"NUC","S","Mwmed",2013,TRUE,FALSE
"EME","S","Mwmed",2013,TRUE,FALSE
"EOL","S","Mwmed",2013,TRUE,FALSE
"HID","NE","Mwmed",2013,TRUE,FALSE
"TER","NE","Mwmed",2013,TRUE,FALSE
"NUC","NE","Mwmed",2013,TRUE,FALSE
"EME","NE","Mwmed",2013,TRUE,FALSE
"EOL","NE","Mwmed",2013,TRUE,FALSE
"HID","N","Mwmed",2013,TRUE,TRUE
"TER","N","Mwmed",2013,TRUE,TRUE
"NUC","N","Mwmed",2013,TRUE,TRUE
"EME","N","Mwmed",2013,TRUE,TRUE
"EOL","N","Mwmed",2013,TRUE,TRUE
"HID","Itaipu","Mwmed",2013,TRUE,TRUE
"TER","Itaipu","Mwmed",2013,TRUE,TRUE
"NUC","Itaipu","Mwmed",2013,TRUE,TRUE
"EME","Itaipu","Mwmed",2013,TRUE,TRUE
"EOL","Itaipu","Mwmed",2013,TRUE,TRUE
"HID","Sistemas","Mwmed",2013,TRUE,TRUE
"TER","Sistemas","Mwmed",2013,TRUE,TRUE
"NUC","Sistemas","Mwmed",2013,TRUE,TRUE
"EME","Sistemas","Mwmed",2013,TRUE,TRUE
"EOL","Sistemas","Mwmed",2013,TRUE,TRUE
"HID","SE/CO","GWh",2013,TRUE,TRUE
"TER","SE/CO","GWh",2013,TRUE,TRUE
"NUC","SE/CO","GWh",2013,TRUE,TRUE
"EME","SE/CO","GWh",2013,TRUE,TRUE
"EOL","SE/CO","GWh",2013,TRUE,TRUE
"HID","S","GWh",2013,TRUE,TRUE
"TER","S","GWh",2013,TRUE,TRUE
"NUC","S","GWh",2013,TRUE,TRUE
"EME","S","GWh",2013,TRUE,TRUE
"EOL","S","GWh",2013,TRUE,TRUE
"HID","NE","GWh",2013,TRUE,TRUE
"TER","NE","GWh",2013,TRUE,TRUE
"NUC","NE","GWh",2013,TRUE,TRUE
"EME","NE","GWh",2013,TRUE,TRUE
"EOL","NE","GWh",2013,TRUE,TRUE
"HID","N","GWh",2013,TRUE,FALSE
"TER","N","GWh",2013,TRUE,FALSE
"NUC","N","GWh",2013,TRUE,FALSE
"EME","N","GWh",2013,TRUE,FALSE
"EOL","N","GWh",2013,TRUE,FALSE
"HID","Itaipu","GWh",2013,TRUE,FALSE
"TER","Itaipu","GWh",2013,TRUE,FALSE
"NUC","Itaipu","GWh",2013,TRUE,FALSE
"EME","Itaipu","GWh",2013,TRUE,FALSE
"EOL","Itaipu","GWh",2013,TRUE,FALSE
"HID","Sistemas","GWh",2013,TRUE,FALSE
"TER","Sistemas","GWh",2013,TRUE,FALSE
"NUC","Sistemas","GWh",2013,TRUE,FALSE
"EME","Sistemas","GWh",2013,TRUE,FALSE
"EOL","Sistemas","GWh",2013,TRUE,FALSE
"HID","SE/CO","Mwmed",2014,TRUE,FALSE
"TER","SE/CO","Mwmed",2014,TRUE,FALSE
"NUC","SE/CO","Mwmed",2014,TRUE,FALSE
"EME","SE/CO","Mwmed",2014,TRUE,FALSE
"EOL","SE/CO","Mwmed",2014,TRUE,FALSE
"HID","S","Mwmed",2014,TRUE,FALSE
"TER","S","Mwmed",2014,TRUE,FALSE
"NUC","S","Mwmed",2014,TRUE,FALSE
"EME","S","Mwmed",2014,TRUE,FALSE
"EOL","S","Mwmed",2014,TRUE,FALSE
"HID","NE","Mwmed",2014,TRUE,FALSE
"TER","NE","Mwmed",2014,TRUE,FALSE
"NUC","NE","Mwmed",2014,TRUE,FALSE
"EME","NE","Mwmed",2014,TRUE,FALSE
"EOL","NE","Mwmed",2014,TRUE,FALSE
"HID","N","Mwmed",2014,TRUE,FALSE
"TER","N","Mwmed",2014,TRUE,FALSE
"NUC","N","Mwmed",2014,TRUE,FALSE
"EME","N","Mwmed",2014,TRUE,FALSE
"EOL","N","Mwmed",2014,TRUE,FALSE
"HID","Itaipu","Mwmed",2014,TRUE,FALSE
"TER","Itaipu","Mwmed",2014,TRUE,FALSE
"NUC","Itaipu","Mwmed",2014,TRUE,FALSE
"EME","Itaipu","Mwmed",2014,TRUE,FALSE
"EOL","Itaipu","Mwmed",2014,TRUE,FALSE
"HID","Sistemas","Mwmed",2014,TRUE,FALSE
"TER","Sistemas","Mwmed",2014,TRUE,FALSE
"NUC","Sistemas","Mwmed",2014,TRUE,FALSE
"EME","Sistemas","Mwmed",2014,TRUE,FALSE
"EOL","Sistemas","Mwmed",2014,TRUE,FALSE
"HID","SE/CO","GWh",2014,TRUE,TRUE
"TER","SE/CO","GWh",2014,TRUE,TRUE
"NUC","SE/CO","GWh",2014,TRUE,TRUE
"EME","SE/CO","GWh",2014,TRUE,TRUE
"EOL","SE/CO","GWh",2014,TRUE,TRUE
"HID","S","GWh",2014,TRUE,TRUE
"TER","S","GWh",2014,TRUE,TRUE
"NUC","S","GWh",2014,TRUE,TRUE
"EME","S","GWh",2014,TRUE,TRUE
"EOL","S","GWh",2014,TRUE,TRUE
"HID","NE","GWh",2014,TRUE,TRUE
"TER","NE","GWh",2014,TRUE,TRUE
"NUC","NE","GWh",2014,TRUE,TRUE
"EME","NE","GWh",2014,TRUE,TRUE
"EOL","NE","GWh",2014,TRUE,TRUE
"HID","N","GWh",2014,TRUE,TRUE
"TER","N","GWh",2014,TRUE,TRUE
"NUC","N","GWh",2014,TRUE,TRUE
"EME","N","GWh",2014,TRUE,TRUE
"EOL","N","GWh",2014,TRUE,TRUE
"HID","Itaipu","GWh",2014,TRUE,TRUE
"TER","Itaipu","GWh",2014,TRUE,TRUE
"NUC","Itaipu","GWh",2014,TRUE,TRUE
"EME","Itaipu","GWh",2014,TRUE,TRUE
"EOL","Itaipu","GWh",2014,TRUE,TRUE
"HID","Sistemas","GWh",2014,TRUE,TRUE
"TER","Sistemas","GWh",2014,TRUE,TRUE
"NUC","Sistemas","GWh",2014,TRUE,TRUE
"EME","Sistemas","GWh",2014,TRUE,TRUE
"EOL","Sistemas","GWh",2014,TRUE,TRUE
"HID","SE/CO","Mwmed",2015,TRUE,TRUE
"TER","SE/CO","Mwmed",2015,TRUE,TRUE
"NUC","SE/CO","Mwmed",2015,TRUE,TRUE
"EME","SE/CO","Mwmed",2015,TRUE,TRUE
"EOL","SE/CO","Mwmed",2015,TRUE,TRUE
"HID","S","Mwmed",2015,TRUE,TRUE
"TER","S","Mwmed",2015,TRUE,TRUE
"NUC","S","Mwmed",2015,TRUE,TRUE
"EME","S","Mwmed",2015,TRUE,TRUE
"EOL","S","Mwmed",2015,TRUE,TRUE
"HID","NE","Mwmed",2015,TRUE,TRUE
"TER","NE","Mwmed",2015,TRUE,TRUE
"NUC","NE","Mwmed",2015,TRUE,TRUE
"EME","NE","Mwmed",2015,TRUE,TRUE
"EOL","NE","Mwmed",2015,TRUE,TRUE
"HID","N","Mwmed",2015,TRUE,TRUE
"TER","N","Mwmed",2015,TRUE,TRUE
"NUC","N","Mwmed",2015,TRUE,TRUE
"EME","N","Mwmed",2015,TRUE,TRUE
"EOL","N","Mwmed",2015,TRUE,TRUE
"HID","Itaipu","Mwmed",2015,TRUE,TRUE
"TER","Itaipu","Mwmed",2015,TRUE,TRUE
"NUC","Itaipu","Mwmed",2015,TRUE,TRUE
"EME","Itaipu","Mwmed",2015,TRUE,TRUE
"EOL","Itaipu","Mwmed",2015,TRUE,TRUE
"HID","Sistemas","Mwmed",2015,TRUE,TRUE
"TER","Sistemas","Mwmed",2015,TRUE,TRUE
"NUC","Sistemas","Mwmed",2015,TRUE,TRUE
"EME","Sistemas","Mwmed",2015,TRUE,TRUE
"EOL","Sistemas","Mwmed",2015,TRUE,TRUE
"HID","SE/CO","GWh",2015,TRUE,TRUE
"TER","SE/CO","GWh",2015,TRUE,TRUE
"NUC","SE/CO","GWh",2015,TRUE,TRUE
"EME","SE/CO","GWh",2015,TRUE,TRUE
"EOL","SE/CO","GWh",2015,TRUE,TRUE
"HID","S","GWh",2015,TRUE,TRUE
"TER","S","GWh",2015,TRUE,TRUE
"NUC","S","GWh",2015,TRUE,TRUE
"EME","S","GWh",2015,TRUE,TRUE
"EOL","S","GWh",2015,TRUE,TRUE
"HID","NE","GWh",2015,TRUE,TRUE
"TER","NE","GWh",2015,TRUE,TRUE
"NUC","NE","GWh",2015,TRUE,TRUE
"EME","NE","GWh",2015,TRUE,TRUE
"EOL","NE","GWh",2015,TRUE,TRUE
"HID","N","GWh",2015,TRUE,TRUE
"TER","N","GWh",2015,TRUE,TRUE
"NUC","N","GWh",2015,TRUE,TRUE
"EME","N","GWh",2015,TRUE,TRUE
"EOL","N","GWh",2015,TRUE,TRUE
"HID","Itaipu","GWh",2015,TRUE,TRUE
"TER","Itaipu","GWh",2015,TRUE,TRUE
"NUC","Itaipu","GWh",2015,TRUE,TRUE
"EME","Itaipu","GWh",2015,TRUE,TRUE
"EOL","Itaipu","GWh",2015,TRUE,TRUE
"HID","Sistemas","GWh",2015,TRUE,TRUE
"TER","Sistemas","GWh",2015,TRUE,TRUE
"NUC","Sistemas","GWh",2015,TRUE,TRUE
"EME","Sistemas","GWh",2015,TRUE,TRUE
"EOL","Sistemas","GWh",2015,TRUE,TRUE
"HID","SE/CO","Mwmed",2016,TRUE,TRUE
"TER","SE/CO","Mwmed",2016,TRUE,TRUE
"NUC","SE/CO","Mwmed",2016,TRUE,TRUE
"EME","SE/CO","Mwmed",2016,TRUE,TRUE
"EOL","SE/CO","Mwmed",2016,TRUE,TRUE
"HID","S","Mwmed",2016,TRUE,TRUE
"TER","S","Mwmed",2016,TRUE,TRUE
"NUC","S","Mwmed",2016,TRUE,TRUE
"EME","S","Mwmed",2016,TRUE,TRUE
"EOL","S","Mwmed",2016,TRUE,TRUE
"HID","NE","Mwmed",2016,TRUE,TRUE
"TER","NE","Mwmed",2016,TRUE,TRUE
"NUC","NE","Mwmed",2016,TRUE,TRUE
"EME","NE","Mwmed",2016,TRUE,TRUE
"EOL","NE","Mwmed",2016,TRUE,TRUE
"HID","N","Mwmed",2016,TRUE,TRUE
"TER","N","Mwmed",2016,TRUE,TRUE
"NUC","N","Mwmed",2016,TRUE,TRUE
"EME","N","Mwmed",2016,TRUE,TRUE
"EOL","N","Mwmed",2016,TRUE,TRUE
"HID","Itaipu","Mwmed",2016,TRUE,TRUE
"TER","Itaipu","Mwmed",2016,TRUE,TRUE
"NUC","Itaipu","Mwmed",2016,TRUE,TRUE
"EME","Itaipu","Mwmed",2016,TRUE,TRUE
"EOL","Itaipu","Mwmed",2016,TRUE,TRUE
"HID","Sistemas","Mwmed",2016,TRUE,TRUE
"TER","Sistemas","Mwmed",2016,TRUE,TRUE
"NUC","Sistemas","Mwmed",2016,TRUE,TRUE
"EME","Sistemas","Mwmed",2016,TRUE,TRUE
"EOL","Sistemas","Mwmed",2016,TRUE,TRUE
"HID","SE/CO","GWh",2016,TRUE,TRUE
"TER","SE/CO","GWh",2016,TRUE,TRUE
"NUC","SE/CO","GWh",2016,TRUE,TRUE
"EME","SE/CO","GWh",2016,TRUE,TRUE
"EOL","SE/CO","GWh",2016,TRUE,TRUE
"HID","S","GWh",2016,TRUE,TRUE
"TER","S","GWh",2016,TRUE,TRUE
"NUC","S","GWh",2016,TRUE,TRUE
"EME","S","GWh",2016,TRUE,TRUE
"EOL","S","GWh",2016,TRUE,TRUE
"HID","NE","GWh",2016,TRUE,TRUE
"TER","NE","GWh",2016,TRUE,TRUE
"NUC","NE","GWh",2016,TRUE,TRUE
"EME","NE","GWh",2016,TRUE,TRUE
"EOL","NE","GWh",2016,TRUE,TRUE
"HID","N","GWh",2016,TRUE,TRUE
"TER","N","GWh",2016,TRUE,TRUE
"NUC","N","GWh",2016,TRUE,TRUE
"EME","N","GWh",2016,TRUE,TRUE
"EOL","N","GWh",2016,TRUE,TRUE
"HID","Itaipu","GWh",2016,TRUE,TRUE
"TER","Itaipu","GWh",2016,TRUE,TRUE
"NUC","Itaipu","GWh",2016,TRUE,TRUE
"EME","Itaipu","GWh",2016,TRUE,TRUE
"EOL","Itaipu","GWh",2016,TRUE,TRUE
"HID","Sistemas","GWh",2016,TRUE,TRUE
"TER","Sistemas","GWh",2016,TRUE,TRUE
"NUC","Sistemas","GWh",2016,TRUE,TRUE
"EME","Sistemas","GWh",2016,TRUE,TRUE
"EOL","Sistemas","GWh",2016,TRUE,TRUE
